Text,Sentiment
থাই_চাইনিজ_বাংলা_ইন্ডিয়ান_খাবার_দিয়ে_সাজানো ,Positive
 খাবার_নষ্ট_করতে_পারবেন_না,Positive
যতবার_ইচ্ছে_খেতে_পারবেন,Positive
স্বল্পমুল্যে_ভাল_মানের_বুফে,Positive
খাবারের_ব্যবস্থা_কি_রকম,Neutral
পরিবার_নিয়ে_আসা_যায়,Positive
একটু_ভেবে_দেখবেন,Neutral
দামটা_খুব_বেশী,Negative
 ৪৫০টাকায়_একজনের_খাবার,Negative
গত_বছর_খেয়েছিলাম_বুফে,Positive
এটা_কী_প্রতিদিন_দুপুরে_হয়,Positive
এই_নিয়ে_চিন্তা_করবেন,Neutral
আইটেম_বাড়ানো_জায়_না,Neutral
শাখা_চাই,Positive
7_বছরের_জন্য_কত,Neutral
দেখা_করবো ,Positive
দেশে_আসলে_আসবো ,Positive
রান্নাঘরটা_দেখান,Neutral
 446_টাকার_সাথে_ভেট_আছে,Negative
খুব_ দুঃখ_পেলাম ,Negative
বুকিং_জন্য_খালি_পায়_নাই,Negative
দুটোই_পাওয়া_যায়,Positive
৩_৪_বছরের_বাচ্চা_সাথে_থাকলে_কি_নিয়ম,Positive
ব্যবহারটা_অসাধারণ_ভাল_লেগেছে,Positive
সততা_স্পষ্ট_ফোঁটে_উঠেছে,Positive
ভাল_থাকুন,Positive
চট্টগ্রামে_আসলে_অবশ্যই_ট্রাই_করবো,Positive
কথাগুলো_বেশী_করে_টানছে ,Positive
চলবে_নাকি,Positive
পাচ_বছরের_বাচ্চা_আনলে_কত_দিতে_হবে,Neutral
৩_৭_বছরের_জন্য_৩৫০টাকা ,Negative
খাবারগুলা_খুব_মজা,Positive
5_এর_মধ্যে_2_কিসের_ভিত্তিতে_দিয়েছেন,Negative
কি_কি_বিষয়ে_উন্নতি_করতে_হবে,Positive
শুধু_পাটি_জন্য_নাকি_ফ্যামেলীসহ,Neutral
ফ্যামিলিসহ_আসলেও_প্রযোজ্য,Negative
উৎসবের_আমেজ_আয়োজন_করেছে_ব্যুফে_লাইভ_মিউজিক,Positive
স্পেশাল_ব্যুফে_লাইভ_মিউজিক,Positive
প্রতিবেলা_১২৯৯_টাকা ,Negative
ভেট_সার্ভিস_চার্জসহ_১১১১_টাকা ,Negative
নিজের_পছন্দের_গানে_বুফে_ডিনার_উপভোগ ,Positive
সবাইকে_আমন্ত্রন,Positive
মনোরম_পরিবেশে_সুস্বাদু_বুফে,Positive
স্বাদ_পরিবেশ_পছন্দ_হবে,Positive
৭৭_এর_অধিক_খাবারের_তালিকায়_তৈরি_হয়েছে_বুফে,Positive
বাচ্চাদের_প্রাইস_কত,Neutral
৮৮৮_সর্বমোট ,Neutral
তিন_বছর_গণনা_হবে,Neutral
না_ফ্রি,Positive
খাবারগুলো_স্বাদ_খুবই_ভালো,Positive
চেন্জ_খুব_প্রয়োজন ,Negative
ভাল_কাজ_করলেন,Positive
মান_পরিবেশন_খুবই_ভালো,Positive
ফুল_মেন্যু_শেয়ার_করলে_উপকৃত_হবো,Positive
ইফতারের_জন্য_ছোটাছুটি_নয়,Positive
পছন্দ_আপনার_সেবা_আমাদের,Positive
ইফতার_কিনে_জিতে_নিন_গিফট_ভাউচার,Positive
এক_সাথেই_পাবেন_পছন্দের_ইফতার_আইটেম ,Positive
নির্ভেজাল_সুস্বাদু_ইফতারে,Positive
আসুন_ইফতার_বাজারে ,Positive
উপভোগ_করুন_সম্পূর্ণ_বাঙলীয়ানায়_ব্যুফে_ভোজ,Positive
সাথে_থাকছে_বাংলার_ঐতিহ্যবাহী_সংগীত_রাতে_লোকজ_বাউল_গাণ,Positive
একটা_মুরগির_পা_কয়টা,Negative
Handi_বিরানি_ছাড়া_কিছু_দেখা_যায়_না,Negative
বাসমতী_চালের_বদলে_নরমাল_চাল_দিয়ে_করা,Negative
আগের_নামকরা_হায়দ্রাবাদী_বিরিয়ানি_নেই,Negative
 দামের_বাইরে_অতিরিক্ত_ভ্যাট_নেয়া_অন্যায়,Negative
 কোয়ালিটি_পরিমাণ_কম,Negative
 খাবার_মানেই_হান্ডি ,Positive
নিয়মিতই_খাওয়া_হতো,Positive
 যেমন_খাবারে_তেমনই_স্টাফদের_আচরণ ,Negative
 ক্রমাগত_মান_কমছে,Negative
 আচরণ_দেখলে_মনে_হয়_কাঙালী_ভোজ_খেতে_গেছি,Negative
গ্রেভী_দেখে_ঘেন্না_লাগছিলো,Negative
নান_যেম_ তেমন,Negative
খেতে_গিয়ে_মনে_হলো_কারো_লেফট_ওভারটা_দেছে,Negative
শীঘ্রই_পরিবর্তন_দরকার,Negative
খুবই_ডিজএপয়েন্টেড,Negative
রেস্টুরেন্টটা_কোথায়,Neutral
প্যাকেজগুলা_আপলোড_দেন,Positive
 ঐতিহ্যবাহী_উৎসবটি_উদযাপন_করি_হান্ডিতে,Positive
 অপেক্ষায়_রয়েছি,Positive
আসছেন_তো,Positive
রঙিন_উৎসব_সাথে_মজাদার_সুস্বাদু_খাবারের,Positive
উপভোগ_করুন_দারুন_ফাগুনের_ভোজ,Positive
রোম_ভাড়া_কত,Neutral
ব্যবহার_ভালো_ছিলো,Positive
খাবারো_ভালো_ছিলো,Positive
একদম_ফাটাফাটি_হইয়ি,Positive
ভালা_হইবু_আশা_গরির,Positive
দাম_কিছু_কমাইলি_ভালা_হইতু,Neutral
সব_ঠিক_ছিলো,Positive
 চিকেন_ফ্রাই_যেটা_চাইছিলাম_ওইটা_পাই_না,Negative
খাবার_মান_থেকে_দাম_বেশি,Negative
মানটা_ভালো_করলে_খুশি_হতাম,Neutral
দাম_কম_মনে_হচ্ছে_না,Negative
খেতে_আসতে_হবে,Positive
২০০৮_সালে_ভ্যাট_সহ_৪৪১_দিয়ে_যত_ভালো_ভালো_খাবার_ছিলো_একন_ভ্যাট_সহ_১০৫০_টাকা_দিয়ে_তার_৩_ভাগের_১_ভাগ_খাবারের_ভালো_আইটেম_গুলো_নেই_সব_নরমাল,Negative
আগের_সেই_বুফে_এখন_নাই ,Negative
ডিনারের_প্রাইচ_কি_সেইম,Positive
কি_এখানে_খাওয়াবে,Positive
আম_এসে_প্রাইস_কত,Positive
সেট_মেনু_কি_সবসময়_পাওয়া_যায়,Positive
ব্যুফে_ইফতার_ডিনারের_ব্যবস্থাও_রয়েছে,Positive
 ইফতারে_৩টি_ডিনার_সেহেরিতে_রয়েছে_৪টি_মেন্যু,Positive
২১০_থেকে_৪০৫_টাকার_মধ্যে_মিলবে_মেন্যু,Positive
 নিজস্ব_খামারের-আম্রপালি_আমের_জুস,Positive
সেহরি_খাওয়ার_ট্রেন্ডটা_মেরিডিয়ান_শুরু_করে,Positive
সেহরি_পর্যন্ত_রেস্টুরেন্ট_খোলা_রাখেছে ,Positive
ইফতারের_পর_থেকে_সেহরি_পর্যন্ত_সব_খাবারই_বিক্রি_হয়,Positive
সেহরির_জন্য_ভিন্ন_অফার_রাখা_হয়েছে,Positive
সেহরি_উপভোগের_সুযোগ,Positive
২০_জনের_অধিক_অর্ডার_দেওয়া_যাবে,Positive
 চার্জ_ছাড়া_ইফতার_সেহরির_পার্টিও_দেওয়া_যাবে,Positive
 দুইশ_জন_বসে_খাওয়ার_সুযোগ_রয়েছে,Positive
নিজস্ব_খামারের_রপালি_আম_ব্যবহার_করা_হয় ,Positive
তিনটি_ভিন্ন_প্যাকেজে_ইফতার_আয়োজন_রয়েছে ,Positive
মাছের_বরফ_দিয়ে_জুস_বানাচ্ছেন,Negative
রাস্তায়_ফেলে_পিটানো_দরকার,Negative
কফির_সাথে_তেলাপোকা_ব্লান্ড,Negative
কফি_খাওয়া_হল_না,Negative
ব্যুফে-সবাইকে_সাদর_আমন্ত্রন,Positive
ঘরানা_রেস্তোরার_সংশোধিত_খাদ্যতালিকা,Positive
দিনব্যাপী_ঘরনার_বৈশাখী_বুফে,Positive
মাছ_ভর্তাসহ_৩৫রকমের_খাবার_খেতে_চাবেন_বারবার,Positive
ফিরনি_কতো_করে,Positive
প্রাইস_লিস্ট,Positive
খুব_বাজে_অবস্থা ,Negative
কারেন্ট_গেলে_জেনারেটর_নাই,Negative
ভিতরে_প্রচন্ড_মাছি,Negative
খাওয়ার_হাত_দেওয়া_যাই_না_মাছির_জন্য,Negative
খুব_গরম,Negative
 লাইফে_যামু_নাহ্,Negative
পেট_ব্যাথায়_অস্থির_সারা_রাত,Negative
কোক_দিছে_মনে_হইছে_পানি_মিক্স,Negative
নাম্বার_ওয়ান_ফালতু,Negative
রেস্টুরেন্ট_নয়_কসাইখানা,Negative
সব_অখাদ্য_খেতে_দেয়,Negative
এক_কথাই_অসাধারণ,Positive
অল্প_দামে_অনেক_টেস্টি_খাবার,Positive
ব্যবহার_ভালো,Positive
খাবার_মান_ভালো,Positive
ভালো_লাগে_নাই,Negative
 গরম_গরম_মাটন_কাচ্চি_না_হলে_হয়,Negative
রাতের_কাচ্চি_প্রস্তুত,Positive
গরম_গরম_মাটন_আখনি,Positive
কার_না_ভালো_লাগে,Positive
কাচ্চির_সাথে_বাদাম_শরবত_সাথে_শাহী_পেস্তা_বাদাম_শরবত,Positive
কাচ্চি_শেষ_হয়ে_যাওয়া_এসে_পাননি_আন্তরিকভাবে_দুঃখিত,Positive
 রাতের_কাচ্চির_প্রস্তুতি_চলছে,Positive
কাচ্চি_শুনলেই_টাস্কি ,Positive
কাচ্চি_বিরিয়ানি_প্রস্তুত,Positive
Tag_করে_দিন_বন্ধুকে,Positive
কাচ্চির_ভিড়ে_কি_কাবাব_হারিয়ে_যাবে,Negative
স্পেশাল_কাবাব_থাকছে,Positive
১_জনের_নাকি_২_জনের,Neutral
এইটা_ছাড়া_কি_নাই,Negative
কাচ্চি_বিরিয়ানী_চলে_আসুন ,Positive
কাচ্চি_শুরু,Positive
কাচ্চি_মানেই_ভালোবাসা,Positive
কাচ্চি_নামক_অমৃতকে_কে_না_ভালোবাসে,Positive
প্রকৃত_কাচ্চিখোড়_তারাই_মন_ভালো_থাকলেও_কাচ্চি__মন_খারাপ_থাকলে_কাচ্চি_খায়,Positive
প্রতি_মূহুর্তে_কাচ্চি_বিরিয়ানি,Positive
দিনটা_শুরু_হোক_কাচ্চি_দিয়ে,Positive
হাতে_গ্লাভস_কয়,Negative
মজাদার_করে_কাচ্চি_বানাইলে_হয়_না_সাস্থ্য_সুস্থ_পরিবেশন_করাও_জানতে_হয়,Negative
দেরি_কেন_তাহলে_চলে_আসুন_এখনি,Positive
শুরু_হলো_কাচ্চি,Positive
শুধু_দিনে_নয়__কাচ্চি__মোরগ_পোলাও__আকনি_বিরিয়ানি_থাকছে_রাতে,Positive
কাচ্চি_বিরিয়ানি_নিয়ে_দূর্নাম_ঘোচাতেই__নতুন_প্রয়াস,Positive
কাচ্চিখোরদের_জন্য_কাচ্চি_থাকবে__প্রতিদিন,Positive
আগামীকাল_শুরু_হচ্ছে_প্রিয়_ঢাকাইয়া_কাচ্চি_বিরিয়ানি,Positive
ভূলত্রুটি_গুলো_‌ক্ষমা_সুন্দর_দৃষ্টিতে_দেখবেন,Positive
সবার_দোয়া_সহযোগিতা_কামনা_করছি,Positive
অনেক_কিছু,Positive
কাচ্চি_বিরিয়ানির_বদনাম_ঘোচাতে_প্রতিজ্ঞাবদ্ধ,Positive
অপেক্ষার_প্রহর_শেষ,Positive
কাচ্চি_ভুবনে_স্বাগতম,Positive
ঢাকাইয়া_কাচ্চি_বিরিয়ানি_পেতে_চোখ_রাখুন_পেইজে,Positive
গরম_গরম_বিরিয়ানি,Positive
এটা_কতো_করে,Neutral
ছুটির_দিনে_বিরিয়ানি_না_হইলেই_নই,Neutral
Buy_1_get_1_অফার,Positive
ভালই_ছিল_খারাপ_না_,Positive
ওয়েটারদের_আরেকটু_সিনসিয়ার_হওয়া_দরকার,Negative
ব্যবহার_দেখে_মনে_হলো_খুব_বিরক্ত_খেতে_গেলাম_কেনো,Negative
ফুচকা_শট_আসিতে_৪৫_মিনিট,Negative
তাও_কয়েকবার_বলার_পর,Negative
উলটা_জিজ্ঞাসা_করে__অর্ডার_দিসেন,Negative
 বেকুব_হয়ে_গেলাম,Negative
ভীড়_নাই_তাও_এতক্ষন,Negative
খাবারও_সাধারন_মানের,Negative
 বাইরের_২৫_টাকার_ফুচকা_অনেক_বেশি_ভালো,Negative
একদম_পছন্দ_হয়নি,Negative
পরিবেশটা_খুব_ভাল,Positive
ব্যবহার_তুলনা_হয়_না,Positive
খুব_মজার__ভিন্ন_খাবার,Positive
অফার_অফার_অফার,Positive
ফুড_লাভারদের_জন্যে_সম্পূর্ণ_নতুন_আঙ্গিকে_মজাদার_সাজানো_হাড়ী_বিরিয়ানী,Positive
১_টি_কিনলে_১_টি_ফ্রি_অফারটি_পেতে_ছবি_সহ_চেক_ইন_দিতে_হবে,Positive
২_টি_ঝাল_ফুচকা_নিলে_১_টি_ফ্রি,Positive
অফারটি_পেতে_ছবিসহ_চেক_ইন_দিতে_হবে,Positive
যেইটা_লাউ_সেইটা_কদু ,Negative
Dessert_Juice_সমন্বয়ে_শাহীপ্লেটার,Positive
মাত্র_১৯৯_টাকায়_রেগুলার_মূল্য_২৬০_টাকা,Positive
 রেডিসন_হোটেলের_সামনে_নেমে_কোথায়_যেতে_হবে,Positive
এম.এ_অাজিজ_স্টেডিয়ামের_কোন_জায়গায়_রেস্টুরেন্ট,Positive
খুজেও_পাই_নি,Negative
জিজ্ঞেস_করেছি_অাশপাশে_কেও_বলতে_পারে_না,Negative
পার্সেলে_নেয়া_যাবে,Positive
ফুড_পান্ডা_বা_পাঠাওতে_অর্ডার_করা_যাবে,Positive
পাওয়া_যাবে_১৯০_টাকায়,Positive
বিরিয়ানী_লাভারদের_নিয়ে_এলো_Taqdeer_Special_Biriyani_Platter,Positive
অফারের_মেয়াদ_বাড়লো_আরো_৬_দিন,Positive
rice_পরিমাণটা_১টা_ডিমের_সমান,Negative
৪র্থ_বর্ষপূর্তী_উপলক্ষে_ফুড_লাভারদের_জনপ্রিয়_King_platter_আকর্ষনীয়_ডিসকাউন্ড,Positive
৮টি_ভিন্ন__মজাদার_আইটেম_সমন্বয়ে_তৈরি,Positive
অনেক_দোয়া_করব_তোরে,Positive
খাওয়াবি,Positive
স্ন্যাক্স_অফার_দিলে_ভাল_হতো,Positive
কোল্ডড্রিংস_ফ্রি_হলে_ভালো_হতো,Negative
অফারটি_উপভোগ_করা_যাবে,Positive
ফাজিতার_Buy_2_Get_1_Offer_পাওয়া_যাবে_২৮০_টাকায়,Positive
লোকেশন_কোথায়,Positive
ছবি_সহ_চেক_ইন_দিলে_সফট_ড্রিংকস_ফ্রী,Positive
এটার_কথা_বলছিলেন,Neutral
কয়দিন_পাওয়া_যাবে_এই_অফার,Positive
আবদার_আইসসে_সুপার_ডুপার_ডিস্কাউন্ট_,Positive
পানি_পুরি_পাচ্ছেন_৬৫_টাকায়__রেগুলার_প্রাইস_১৩০_টাকা,Positive
চকোলেট_ফুচকা_পাচ্ছেন_৮৮_টাকায়,Positive
সীমিত_স্টকের_অফারটি_শেষ_হওয়ার_আগে_লুফে_নিন,Positive
abdaar_অ্যাপ_ডাউনলোড_করে_উপভোগ_করুন,Positive
আবদার_অ্যাপ_ব্যবহার_করে_অফার_বা_ডিস্কাউন্ট_পাবেন,Positive
অফারটি_পাওয়া_যাবে_সকাল_১১_টা_হতে_রাত_১১_টা_পর্যন্ত,Positive
চল_না_যাই,Neutral
Reservation_জন্য_যোগাযোগ_করুন,Positive
চলেন_একদিন_গিয়ে_খেয়ে_আসি,Positive
ফুড_লাভারদের_জন্য_নিয়ে_এল_রয়েল_প্লাটার,Positive
Unlimited_Tag_Share_করুন,Positive
বিজয়ী_১ম_২জন_পাবেন_Crown_Biriyani_Platter_ফ্রি_তারপরের_২জন_পাবেন_৫০_ফ্রী,Positive
এ_কেমন_বিচার,Negative
তাকদির_এভাবেই_টেনে_নিয়ে_যায়_,Positive
দোকান_বন্ধ_করে_দিন_না_হয়_সার্ভিস_ভালো_করে_বেচাকেনা_করেন,Negative
সবসময়_চেষ্টা_করে_ফুড_লাভারদের_ভিন্ন_মজাদার_খাবার_উপহার_দিতে,Positive
কাপুল_প্লেটারের_পিক_আছে,Positive
আসুন_উপভোগ_করুন_মজাদার,Positive
পার্সেল_হোম_ডেলিভারি_দেওয়া_হয়,Positive
সেরা_কাচ্চি_খেতে_বাস_ট্রেন_প্লেন_করে_ঢাকা_যেতে_হবে_না,Positive
পুরান_ঢাকার_স্টাইলের_কাচ্চিটা_চাইখাই_দেখো_না_কইলজা_ঠান্ডা_হইয়য়ে_যাবে,Positive
চট্টগ্রামেই_নিয়ে_এসেছি,Positive
দুই_টুকরা_খাসির_মাংস_নরম_নরম_আলু__বাসমতী_চালের_কাচ্চি,Positive
একদম_বাজে_রেস্তোরাঁয়_খেয়ে_শান্তি_পেলাম_না,Negative
ঠিকানা_টা_বলেন,Positive
দোকান_টা_কোতাই,Neutral
বাসি_খাবার_না_হয়_অখাদ্য_খেতে_হয়,Negative
প্রতি_বার_ভালো_কিছুর_আশায়_যায়,Negative
পোস্ট_দেয়_শুধু_discount_জন্যই,Negative
ছবি_বাস্তবতার_মিল_নেই,Negative
হোম_ডেলিভারী_দেয়া_যাবে,Neutral
রাতে_কয়টা_পর্যন্ত_খোলা_থাকে,Positive
অফারটা_কতদিন_থাকবে,Positive
কইলজা_ঠান্ডা_না_হইলে_টাকা_ফেরত_পাওয়া_যাবে,Negative
এক্সেক্ট_লো‌কেশন_কই,Positive
মে‌ডি‌কেল_ক‌লেজ_রোড_দি‌য়ে_যাওয়া_লা‌গে,Neutral
পার্ট_টাইম_হলে_লোক_আছে,Positive
কত_জন_খাওয়া_যাবে,Positive
ভোজনরসিকদের_জন্য_ইফতারে_জমজমাট_অয়োজন_হবে,Positive
 সারাদিন_রোজা_রাখার_পর_চাই_রকমাকি_খাবারের_সমাহার,Positive
পেট_মন_চোখ_সব_কিছুকে_খুশি_করেবে,Positive
কি_কি_আছে_প্লেটারে,Positive
সবার_ভাল_লাগবে ,Positive
সবাই_আসবেন,Positive
ছবি_সহ_পোস্ট_করতে_হবে,Negative
২০_টাকা_ছাড়,Positive
১০_টাকার_বিরিয়ানির_কোয়ালিটিও_অনেক_ভালো,Negative
দুইবার_খাইসি,Positive
মাংস_কাঁচা_ভিতরে_রক্ত,Negative
সেকেন্ড_টাইমও_খাবার_ভালো_লাগে_নাই,Negative
মোড়ের_বিরিয়ানি_ভাল_মতোই_রান্না_করে_,Negative
সহমত_ভাই,Neutral
 ফার্স্ট_টাইমে_ব্রোস্ট__ভিতর_কাঁচা,Negative
হালকা_রক্তও_ছিল,Negative
স্টটা__খাই_নাই_একপাশে_রেখে_দিসি,Negative
সার্ভিস_চার্জ_ভ্যাট_আছে,Negative
কোথায়_এটা,Neutral
শুক্রবার_আসলে_খাওয়া_যাবে ,Positive
নিজের_রান্না_ডাল_ভাত_আরও_মজা,Negative
ফুড_কালার_বেশি_ব্যবহার_করেন,Negative
রেস্টুরেন্ট_চিনস_না,Negative
মনে_পরে_পরে_করিও_মনে_করতে_পারতেছিনা_না!,Negative
প্রবর্তক_মোরের_পরেই,Positive
ট্রীট_কই_নতুন_মোবাইলের,Negative
বন্ধু_কবে_দিচ্ছো_ট্রীট,Positive
খানা_বাজে,Negative
ভাবসিলাম_ভদ্র_হয়ে_গেসে,Negative
কোন_দিন_ভদ্র_ছিল_না,Negative
দাম_কত_,Neutral
মাছে_ভাতে_বাঙালি ,Neutral
বৈশাখের_দিনে_CFC_restaurant_নিয়ে_এসেছে_মাছ_ও_রকমারি_ভর্তা_আকর্ষনীয়_প্লেটার ,Positive
বৈশাখের_উৎসব_উদযাপন_করুন_CFC_Restaurant_সাথে,Positive
বছরের_শুরুটা_হক_সকলের_পছন্দের_রুপচাঁদা_মাছ,Positive
কোমল_পানীয়_ফ্রী_ফ্রী_ফ্রী,Positive
এটা_কি_এভেইলেবল_আছে,Positive
অফার_টা_এখনও_আছে,Positive
দোস্ত_দেখতে_পারিস,Positive
নতুন_প্লেটার_নিয়ে_প্লেটারটি_সাজিয়েছি,Positive
কাহীনি_করে_কি_লাভ,Negative
শো_অফ_করে_কি_লাভ,Negative
অফার_দিবেন_পরিচিত,Positive
শীতের_সকাল_বাঙালি_এখনো_ঘুমে,Negative
একটু_পর_পোস্ট_৪০০_লাইক_৪০০০_কমেন্ট_আসবে,Negative
বাঙালি_ফ্রিতে_আলকাতরা_খায়তে_রাজি,Negative
এতো_প্লেটার,Neutral
এটা_ছাড়বে_কেনো,Negative
আর_একটা_না_সাথে_দুইটা,Neutral
প্রিয়_মানুষদের_জানিয়ে_দিন_tag_করুন,Positive
জিতে_নিন_২টি_muglai_patter_একদম_ফ্রী_,Positive
তাহলে_আর_দেরি_কিসের,Positive
মজাদার_মোগলাই_চাপ,Positive
বিকালকে_তুলেন_মজাদার ,Positive
লভোনীয়_মোগলাই_চাপ_,Positive
তুলতুলে_লুচি,Positive
এর_থেকে_খারাপ_হই_না,Negative
advance_করতে_ফ্রেন্ড_দের_পাটালাম_diriectly_বলে_নাহ_পারা_যাবে_নাহ,Negative
discount_প্লেটার_জন্য_সময়_দেওয়া_যাবে_নাহ,Negative
হইরানি_করার_কি_দরকার_ছিল,Negative
ফ্রেন্ড_দের_সাথে_বাজে_behaved_করছিল,Negative
হায়দ্রাবাদী_প্লেটার_অনেক_ভালো,Positive
টার্গেট_প্রতি_সপ্তাহে_চট্টগ্রামের_বেস্ট_জনপ্রিয়_রেস্টুরেন্টের_স্বাদ_গ্রহন_করা,Positive
খুব_তাড়িতাড়ি_ই_পুনরায়_যাবো,Positive
মিল_১_কুয়ান্টিটি_কুয়ালিটি_অবস্তা_১২_টা,Negative
স্বাদ_বলতে_কিছু_নেই,Negative
ছবিতে_চিকেনের_সাইজ_যত_বড়_বাস্তবে_তার_অর্ধেক,Negative
ফালতু_বাজে_খাবার,Negative
খাওয়ার_মান_টা_খুবই_ভালো,Positive
কোয়ালিটি_কোয়ান্টিটি_এন্ড_আপ্যায়ন_সবকিছু_অনেক_ভাল_,Positive
ভালোলাগার_ভালোবাসার_শুদ্ধ_খাবারের,Positive
সুন্দর_আগামী_প্রত্যাশায়_অনেক_অনেক_শুভ_কামনা,Positive
চলে_এলো_🇧🇩বাঙলীর🇧🇩_প্রানের_মাস,Positive
দারুন_সব_অফার,Positive
শুভ্র_শীতে_শীতল_উপভোগ_করুন_অথেনটিক_থালি_মিল,Positive
সকল_থালি_মিলে_পাচ্ছেন_১০_ছাড়,Positive
ছবিসহ_ফেসবুক_চেক-ইন_দিলে_সফট_ড্রিংকস_ফ্রী,Positive
দেশী_থালি_সাথে_আনলিমিটেড_রাইস,Positive
নতুনত্ব_মানেই_মাসালা_টুইস্ট,Positive
তারই_ধারাবাহিকতায়_নিয়ে_এসেছে_১০০_অথেনটিক_খাবারের_থালি,Positive
এক_থালিতেই_উদরপূর্তি,Positive
একজনের_তুলনায়_রাইস_পরিমান_বেশি,Positive
চাইলে_আবার_নেওয়া_যাবে,Positive
বাস্তবে_একজনের_অনুপাতে_থাকবে,Negative
যেকোন_সমস্যা_রেস্টুরেন্টে_দায়িত্বরত_ওয়েটার_বা_ব্যবস্থাপককে_জানান,Positive
পেয়াজ_দিবে_সাথে,Positive
কিন্তু_খাবে_কি_দিয়ে,Negative
যত_ইচ্ছা_রাইস_পাবে,Positive
পেঁয়াজ_কি_সত্যিই_দিবেন,Neutral
কুরিয়ারে_পাঠান_আফিসের_জন্য,Positive
সারাদিন_দু'বেলায়_খাই_না,Neutral
 বাসায়_নিয়ে_আসেন_গাড়িভাড়া_বাবদ_২০_টাকা_দিব,Negative
চেক_ইন_ছাড়া_অফার_প্রযোজ্য_হবে_না,Negative
অফার_সহ_পার্সেল_নেয়া_যাবে,Positive
 ২_টি_নিলে_কি_৪_টি_পার্সেল_দেয়া_হবে,Positive
চালু_হয়েছে_৳_৯৯_টাকায়_উৎসব,Positive
দুখিত_অভিজ্ঞতার_জন্য,Positive
কিন্তু_স্যার_আপনি_কখন_খেয়েছিলেন,Positive
আপনি_কি_দিয়েছিলেন,Neutral
অফারটার_জন্য_চেকইন_দিতে_হয়,Negative
হায়দ্রাবাদি_বিরিয়ানির_মত_লাগছে_না,Negative
দেরিতে_কি_জন্য_পাঠালেন,Negative
নয়_টাকা_নিয়ে_দুঃশ্চিন্তা ,Negative
চেক_ইন_না_দিলে_কত,Positive
রেস্তুুরেন্টে_গিয়ে_খাই_প্রতিজন_কত_টাকা_দাম_পড়বে,Positive
৭_জনের_জন্য_নিতে_চাই_কত_দাম_হবে,Positive
হালকা_শীতে_গা_গরম_করতে_সাথে_পকেটকে_গরম_রাখতে_মাসালা_টুইস্ট_নিয়ে_এসেছে_চরম_অফার,Positive
ছবি_যেমন_পরিমান_দেখছি_আসলে_কি_দেওয়া_হবে,Neutral
শরতের_রঙিন_আবহে_গ্রাহকদের_চাহিদায়_আবারো_শুরু_হয়েছে_৯৯_টাকার_উৎসব_,Positive
প্রকৃতিতে_শরৎ_বন্দনা,Positive
প্লেটারটা_আবার_কবে_শুরু_হবে,Positive
ভূল_ত্রুটি_শুধরে_নতুন_উদ্দ্যমে_যাত্রা_শুরু_করেছি,Positive
রিনোভেশনের_কাজের_জন্য_বন্ধ_রাখা_হয়েছিল,Neutral
এই_পথ_চলায়_আপনাদের_পাশে_পাব,Positive
রেস্টুরেন্ট_কতৃপক্ষের_ভুলে_খাওয়ারে_সমস্যা_হলে_খাওয়ারের_মূল্য_পরিশোধ_করা_লাগবে_না,Positive
অনলাইনে_কিভাবে_অর্ডার_দিব_তা_জানালে_উপকৃত_হব,Positive
মেজ্জানের_মত_মানুষ_হই,Positive
যতবার_যায়_না_খায়_ফিরে_আসতে_হই,Negative
বেশি_লোভ_করিয়েন_না_,Negative
মুরগি_গুলো_ডেঙ্গু_জ্বরে_আক্রান্ত_ছিলো,Negative
সকল_শিক্ষার্থীসহ_স্কুল_কলেজ_ভার্সিটি_লেভেলের_সকল_ছাত্রছাত্রী_ভাইবোনদের_জন্য_স্পেশাল_ম্যানুতে_২০_নগদ_ছাড়,Positive
ফলাফল_ভাল_খারাপ_দিয়ে_বাস্তব_জীবনের_মূল্যায়ন_হয়না,Positive
ইচ্ছে_হলেও_সম্ভব_না,Negative
আগে_বললেই_হতো_মিল_গুলো_অগ্রিম_বুকিং_ভিত্তিতে_পাওয়া_যাবে,Negative
ইফতারে_পার্সেল_নিতে_চায়_আগে_থেকে_বুকিং_দিয়ে_ইফতারে_জন্য_নিতে_পারবেন,Positive
রমজানে_সকল_থালি_মিলে_ছবিসহ_চেকইন_দিলে_পাবেন_আকর্ষনীয়_ছাড়,Positive
রমজানে_মাসালা_টুইস্টের_সিগনেচার_থালি_মিল_গুলোতে_ছাড়,Positive
বাসমতি_চালের_খাবার_পাওয়া_যায়,Positive
শাকের_বড়া_টা_কয়দিনের_বাসি,Negative
অর্ডার_করেছিলাম_খাবার_গুলো_ভাল_ছিল,Positive
সার্ভিসও_ভাল,Positive
সমস্যা_একটাই_ফেস_করেছি_তা_হলো_গরম,Negative
এসি_চলছে_তবুও_ভেতরে_বেশ_গরমই_ছিল,Negative
বাকিসব_ঠিকই_ছিল,Positive
পরিবেশটা_অনেক_সুন্দর,Positive
 ব্যাবহার_বেশ_মার্জিত,Positive
চিকেন_স্টেকে_সসের_জন্য_ধোঁয়াটে_গন্ধ_এসেছিল,Negative
বলার_সাথে_সাথে_চেঞ্জ_করে_দিয়েছে,Positive
ড্রিংস_বাদে_বাকি_খাবারের_দাম_রিজনেবল,Neutral
ফালতু_বাজে_বার্গার,Negative
বাসায়_অর্ডার_করেছিলাম_এতগুলো_টাকা_নিলো_চিজও_দেই_নি,Negative
