Text,Feature,Sentiment,,,,,,,,,,,,,,,,,,,,,,,
 অনেক ভালো,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাষা ই নাই,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসম্ভব,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অফার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 এরকম  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
হয়ে যাক ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আবশ্যক,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 BoGo অফার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ঐতিহ্যবাহী ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অন্য রকম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
চারদিকে কাচ্চি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রিয় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ইচ্ছে করছে,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
দেন নাই ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আকর্ষনীয় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
টেস্ট ,branch,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শাখায় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
চালিয়ে ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রযোজ্য নয়,delivery_method,Negative,,,,,,,,,,,,,,,,,,,,,,,
তুলনামূলক,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সস্তা,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
এক টুকরা,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
হক ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বুদ্ধিমান,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
  জেনে যায়,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কি বলবেন,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সিদ্ধান্ত ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
দাম ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
অদ্ভুত,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
রেঞ্জের ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নিরিবিলি ,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
মনোমুগ্ধকর ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো কিছুর ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বিজয় অফার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুভ কামনা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
টেস্টি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সফলভাবে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শেষ করলাম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ডিসকাউন্ট ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বন্ধ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দুঃখিত,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
শুরু ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেট আইটেম,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
হোম ডেলিভারি,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
কোকাকোলা ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জিতে নাও,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কেমন কইরা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভিন্ন রকমের,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
  আনলিমিটেড ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মান ,quality,Positive,,,,,,,,,,,,,,,,,,,,,,,
বদলাবেন না ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সন্তুষ্টি ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
সাপোর্টিভ ,food/enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছোট খুত আছে,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বিচারে ৮ ১০ বা ৯ ১০ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সর্বোচ্চ খাদক,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সীমিত বুকিং ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বুকিং চলছে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
উৎসব ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অন্যকিছু,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
দৈত্য ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 লেইট,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আহামরি কিছু না,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
ধান্দাবাজি ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গন্ডগোল ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মিষ্টি না ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সুন্দর,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
বড়,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেস্ট,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো ,quality,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সন্তোষজনক,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুশীল,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
করতে হবে,sevice,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধারুন,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ,enviroment/food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খেজুর নাই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
জোর ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 শেষের ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 জঘন্য ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
চিকেন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেই ছিলো বিরিয়ানি টা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
চলে আসুন ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 স্বল্প দামে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
পাওয়া যাবে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রজোজ্য,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আবশ্যক,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
একি দাম,delivery_method,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ফ্রী,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্লেটার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ট্যাগ করুন ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 অবিরাম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আড্ডা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খোশ গল্পে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সমাহার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পুরোদমে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নতুন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভুল করবেন না,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
আর কথায় নেই,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
রেগুলার প্রাইজ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
উপভোগ ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
চেকইন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভিন্ন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রিভিউ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধারুণ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সহযোগিতা ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
শেষ অবধি,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কম্বিনেশন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চলাকালীন ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
কথা বিবেচনায় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মুখরোচক ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
শাখা নাই,branch,Negative,,,,,,,,,,,,,,,,,,,,,,,
মিল থাকে না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সুযোগ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
যাবি নাকি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কম টাকায়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারণ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রশংসনীয়,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাঁটি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আশাও ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পরিষ্কার ,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
সন্তোষজনক,behave,Positive,,,,,,,,,,,,,,,,,,,,,,,
আন্তরিক,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
চমৎকার,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দাওয়াত,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাইতে পারেন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
যোগ্য,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
চমক,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুবিধা,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 করতে পাবেনা,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
  ফ্রী ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
চলুন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অতিরিক্ত ১০ টাকা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অফার চলছে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দ্রুত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দেখেন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কিনে আনেছন,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 পাকিস্তান থেকে,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খাঁটি ,food/quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিহেইভিয়ারও,behave,Positive,,,,,,,,,,,,,,,,,,,,,,,
পজিটিভ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
চেষ্টা করবো,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রিভিউ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারণ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মিস করবো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নিতে পারবেব,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
বিস্ময়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দারুণ এ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আগে পেতে ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
নির্দিষ্ট সময় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চলবে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
বন্ধ আছে,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সরবরাহ করি,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
ডেলিভারি দিই না,delivery_method,Negative,,,,,,,,,,,,,,,,,,,,,,,
যতখুশি ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আসতেছি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
চল খাই,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
উপভোগ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কৃতজ্ঞতা ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
নিজ দায়িত্বে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অনুরোধ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অবস্থান,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
চিনিয়ে দিবে,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
এখনও আছে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
কৃতজ্ঞ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুভেচ্ছা ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
কিডস কর্ণার ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যতখুশি,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
নতুন অফার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জানাবেন,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধন্যবাদ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুস্বাদু ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চাটবেন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সর্বনিম্ন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রিয়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আকর্ষণীয় ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুসজ্জিত,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফ্রি স্টেইজ ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফ্রি ব্যবস্থা,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
উপভোগের ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুযোগ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেরি কেন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অফার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আসতে পারি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
লোকেশন,location,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সুযোগ ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
হইতে পারে ,price/service,Positive,,,,,,,,,,,,,,,,,,,,,,,
কম দামে ,price/service,Positive,,,,,,,,,,,,,,,,,,,,,,,
কেউ জানেন,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
অবাক ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 সীমিত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো লাগবে,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খেয়ে দেখুন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
জামাই অফার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরেকটি ফ্রি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
মন খুশ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আনন্দ দায়ক,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুন্দর,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ,overall,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সেরা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
তৃপ্তি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুদ্র পরিসরে ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুব্যবস্থা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চলে আসুন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আড্ডায় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধামাকা ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
কম্বো ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
কোথায়,location,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 উপলক্ষে ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ধামাকা  ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দিতে চাচ্ছি,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আছে কি,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 নতুন  প্লেটার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ঠকবাজি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বর নয়,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অনিবার্যবসত,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সফলতার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নানান প্লেটার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
পূর্তি,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আমন্ত্রণ ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বর্ণিল ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
আসুন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সফলতা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
শুভ কামনা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
মসলা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো লাগবে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খাচ্ছেন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
দৃষ্টি আকর্ষণ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসুবিধার্থে ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
জানতে পারলাম না,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 জানতাম না ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বন্ধ ছিল,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আবার পাওয়া যাবে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
পারসেল হবে ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অনুরোধ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খোলা থাকবে,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
রুচিকর,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
কয় তারিখ ,offer,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 শেষে ধামাকা ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুযোগ  ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রিভিউ ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
প্রযোজ্য নয়,delivery_method,Negative,,,,,,,,,,,,,,,,,,,,,,,
স্ব শরীরে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 এভেইলেবল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অভূতপূর্ব ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
চার্জ প্রযোজ্য,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
শীত লাগছে ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 উষ্ণ উপহার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
সময় শেষ ,behave,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কম্বিনেশন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রিসিভ করেনা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ব্যাথিত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরেক বার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেখি না  ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কত,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ক্যাম্পেইন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আয়োজন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পরামর্শ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিস্কার,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ডিনারের ব্যবস্থা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফেলব ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জায়গা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নির্দিস্ট স্থানে ফেলা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দারুন উদ্যেগ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যাওয়া হবেনা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সাধুবাদ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আইড়িয়া,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দূষণমুক্ত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভ্রমণ বিডিও ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পরিষ্কার অভিযান ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা জিভ ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 এক খানা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চির চেনা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ট্রাই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিশাল ফারাক,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মাঝে মাঝেই,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
বিস্তর ফারাক,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সমস্যা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যা হয়,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
এইটাও গেল ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ফালতু স্বাদ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খাবো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আগে খেয়েছি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বাটা মাংসের ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
৫ তারা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 হতাশ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অবসর ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
লাইট স্বাদ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খুব প্রিয়,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
হিসাবে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খামু ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মন চায়,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সানগ্লাস পিন্দা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সানগ্লাসের ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জায়গা,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
 একটু মিডিয়াম ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 যথেস্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ঘন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কুনাফা  নাই ,quantity,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পরিমান ,quantity,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খেতে পারবে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
যেইদিন পাবো ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খেতে পারে  ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আপ্লুত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দোয়া ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেশি ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বিট,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
স্পেশাল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
একদম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রধান বৈশিষ্ট্যই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আস্ত ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খুবই কম,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 না পিসে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
প্লেইন ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঘ্রাণ নাই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
  বড় পাওয়া,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আলহামদুলিল্লাহ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সবই মিসিং ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ভাল দিক,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাল,servive,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দ্বিতীয় অবস্থানে ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সেরা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
কেউ করে কিনা  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
